ID,Gene Symbol
16827620,
17121572,
16845994,
17085558,LOC105379826
17122090,
16783342,FAM177A1
16855305,MRO
17121070,
17124532,
16764749,CELA1
16659371,PRAMEF1; PRAMEF28; PRAMEF13
17014843,
17124012,
16880288,LOC101927213
16879857,
16834174,
16745866,
16675840,
16749782,FGD4
17101251,ARSH
17045071,FLJ20712
16661398,SYTL1
17028423,
16981787,
16897517,
16972100,LINC01207
16886242,LOC101928386
16865510,KIR2DL4
17025551,LOC105378114
17054133,LOC100506585
16689734,MIG7
16702646,LOC101928453
16981490,LOC101930370
17041432,
16917400,KIF16B
17109153,TRAPPC2
16696010,
16794997,
16911600,LOC105372542
16749524,KLHL42
16847249,MIR454
16908212,TNP1
17110350,
16993980,SLC6A3
16933591,AP1B1
16990796,SPINK9
17124282,
17123548,
16844044,RPL23; SNORA21
16988762,PRRC1
17077182,LOC105375837
16864907,ERVV-2
16958251,MYLK
16829350,VPS9D1
16732652,
16818627,
17026407,
17028341,
17020986,
16768185,C12orf50
17001497,
16707221,KIF20B
16903067,LCT
16758204,WDR66
17002078,GEMIN5
16805292,LOC101927025; LOC105370981
17089460,FPGS
16743249,MIR1261
16994043,MIR4277
16844430,KRT25
16896854,
17086746,MIR3910-1
16757516,LOC105369995
16775676,LINC01080
17114487,
16877520,LOC105373460
17124752,
16788210,
16748240,KLRF2
17120362,
16828272,CLEC18B
16763407,
17065513,CLDN23
16772439,FZD10-AS1
16698226,LINC01136
16917650,
17099967,INPP5E
17082969,
16758427,DENR
17125568,
16996639,LOC100506526
16966582,SLC10A4
16887936,HOXD10
16917168,
16851565,TTC39C
16800191,ADAL
16714534,MIR3924
16805307,
16960701,LOC100507537
17076273,LOC728024
17100641,
16769761,TMEM119
16889836,
17120180,
16912295,DEFB117
17120420,
17066207,
16852557,ONECUT2
16659428,
17107402,
17126256,
16788753,MIR381HG
16693318,FLG2
16852431,
17030101,
17034976,
16907101,LOC105373834
16831083,
16678818,
16764602,FAM186A
16707149,FAS
16691787,LOC102723769; LOC101060632; LOC105369263
16777768,
16766999,LOC105369799
16912472,HCK
17124672,
17123848,
17119594,
16990848,ADRB2
16981536,
16786365,
17048625,
16969684,MIR576
17117031,
16967251,LOC105377254
17125670,
16731284,LOC101928823
16718977,
16880433,PEX13
16962628,TPRG1-AS2
17117815,FLJ21369
16836127,LOC105371827
16957033,LOC105374029
17081983,
16661856,LINC01226
16973162,TRIML1
16712482,PIP4K2A
16779053,
16873404,SIX5
17025747,LINC01558
17096301,LOC105376166
16831115,
16736764,MUC15
16902923,MIR663B
16902015,PAX8
16691879,PPIAL4G
16732842,OR8G5; OR8G1
16902260,LOC105373585
16775611,EDNRB-AS1
16695437,CD48
17002043,HAND1
17024541,
17120454,
16998093,
16912939,MIR644A
16732037,CXCR5
16793122,
17117690,LOC729159
16852473,MIR4529
16708984,LOC105378464
16788002,
17118928,
16774303,RGCC
16809346,LEO1
16792951,LOC105370497
16924167,
16791807,
17048349,
16858049,C3P1
16785769,EXD2
16734814,OR51G1
16687894,
16880889,LOC101927661
17101893,
16722410,
17118782,
17094076,LOC105376039
16922114,HUNK
16908223,
17006197,TRIM40
17044250,
17099545,
17100482,NSMF
16983533,LOC105374685
16976701,
16990083,SLC35A4
16820702,CLEC18C; CLEC18A
16801659,RORA-AS2
16943090,ARL6; EPHA6
16720219,RASSF7
16675636,
17110122,MID1IP1-AS1
16669414,LOC105378938
16842906,
16876590,LOC105373365
16811583,STRA6
16979043,
16929347,YWHAH
16999379,ALDH7A1
17124546,
17095020,NMRK1
17123810,
16970671,
17069409,
16773073,
16854220,
16779529,LOC105370215
16820331,EDC4
16759202,RAN
16806119,
16897489,
16844619,KRTAP4-3
16854700,
16835781,XYLT2
16930758,CCDC134
16731490,LOC105369502
16853370,
17052648,PRSS1; TRBV29-1
17052550,MGAM2
16876182,CHMP2A
16982983,LOC102724943
16989554,
16677913,DEGS1
17097624,
16817044,PRKCB
17006485,VARS2
17033198,
16887038,LOC101929570
16741779,ARAP1
16688323,GNG12
17080711,
16791219,TGM1
17078966,
17118942,
16657447,
16896296,NLRC4
16852272,LOC105372102
16877491,MSGN1
16992637,SFXN1
16677153,LINC00467
16662621,
16677407,SMYD2
16974451,
17010635,
16948675,EIF2B5
17075536,NKX3-1
16826412,
16955795,LINC00994
16870658,LPAR2
16896669,
17084127,
17121030,
16707965,
16856896,GNA15
16977760,SLC10A6
16924300,LOC105372740
16921226,KCNQ2
17123768,
16857820,TGFBR3L
16666890,LOC101927871
16795460,LOC105370603
16754577,LOC105369865
17050117,
16976321,LOC401134
16738386,OR5M11
16793805,ZBTB25
17089499,LOC105376284
17086632,
16754338,LOC100130268
16666326,ST6GALNAC3
16886254,LINC01412
16954761,GLYCTK-AS1
16828732,
16676893,CD46
16666892,LOC105378839
16804864,
17113521,LOC100126447
16709446,LOC105378492
17102914,LINC01204
16910164,ANKMY1
17125734,
16785474,MIR4706
16860364,LINC00906
16721335,C11orf42
16703150,SPAG6
17008141,CMTR1
16975203,TLR10
16721331,OR52W1
17060442,MIR25
17050578,CAV1
16822459,LOC105371037
16894303,LOC102723909
16660006,
16893304,CROCC2
16777597,GPR12
16995479,EGFLAM-AS4
17121104,
16893260,CAPN10
17092881,CDKN2A
16896003,LOC100505716
16690653,EPS8L3
17057813,COBL
17093990,MIR4540
16774766,MLNR
17071521,
16998798,
16791319,ADCY4
16769668,
17019749,ADGRF5
16974865,
16986539,SCAMP1
17015274,LOC101927913
16981420,LOC100506085
16979985,MGARP; NDUFC1
17084493,GALT
16887125,
16853071,CNDP2
16832312,FLJ36000
16901347,LINC01159
17084182,
17120802,
16698262,ETNK2
16842569,LOC101926984
17125202,
16922428,SMIM11B; SMIM11A
16993538,BTNL8
16701015,CHRM3-AS2
16764053,RND1
16691591,WARS2
17067888,
17076973,
17065347,
17065357,FAM90A15P
17117692,
16668217,
16780102,LOC105370290
16977970,GPRIN3
16987078,
16703642,MAP3K8
16764305,TUBA1A
16933398,CRYBB1
17126206,
16819178,LOC102723466
17106640,ZBTB33
16693778,SHE
17120058,
16886443,LOC105373679
16733604,
16689581,GLMN
16705241,ADO
16719551,
16719022,LOC105378523
17120858,
16826529,LOC105371267
16829302,ANKRD11
17075460,TNFRSF10A
16976360,
16779718,
17123000,
16751683,
16660734,MIR378F
16824786,ZP2
16788661,SNORD114-13
16883895,C2orf49
16887463,SP5
17120554,
16798208,SNORD116-21; SNORD116@; SNORD116-20
16738456,PRG3
16881176,
16993283,LOC105377755
16914478,EYA2
16833449,PIGW
16846504,FAM117A
16836103,
17122374,
16860232,ZNF729
16774071,RFXAP
16666959,GBP1P1
16718230,MIR4482
16945933,CEP63
16673940,
16947219,
16676764,CD55
16819827,CKLF; CKLF-CMTM1; CMTM1
16877583,LOC100507562; LOC105374320
16817933,PRR14
16728932,DNAJB13
16859338,NWD1
16997886,TMEM161B
17111190,
16874080,
16843578,CCL3
16825425,
16769900,
16974534,PROM1
16974049,PPP2R2C
17119894,
16742106,KCNE3
16940724,BSN
16683951,LOC105376890
16792173,
16798782,GOLGA8H
17005589,HIST1H2AE
16985572,SLC30A5
16662357,
17118648,
17121948,
16801936,LOC101928988
16890787,GPBAR1
16727149,CTSW
17012911,
17126244,
17087631,
16970813,LOC105377445
16957292,PVRL3-AS1
16875723,TMEM150B
16996829,LOC105379006
16781571,
16704261,
16775189,
16910715,
16695247,SLAMF9
16982898,ICE1
17079187,CDH17
16900120,IGKV3-11
17099731,C9orf116
16664595,
16721210,
16777331,
17011251,
16841849,
16793129,BMP4
16700324,ABCB10
17057864,GS1-278J22.2
16907126,
16693242,C2CD4D
16970699,C4orf33
16970068,SNHG8
16665899,
17051007,
17122026,
17121854,
16707576,PDE6C
17074227,
16775322,
16837537,KIF19
17090936,RXRA; MIR4669
16667960,NBPF5P
16768759,LOC105369921; LOC105369922
16852921,LOC284294
16763312,
17063873,TRPV5
16880780,
16792550,NEMF
16965606,SLC34A2
17121510,
16674151,PAPPA2
16921072,C20orf166-AS1
16879911,MSH2
17037228,
16748498,MIR613
16771032,LOC105370020
16987253,ARRDC3-AS1
16776600,LOC105370369
16739733,HRASLS5
16865058,MIR524
16858519,ZNF441
16966019,LOC105374415
16943350,ADGRG7
17070242,LOC105375913
16734809,OR51H1
17036480,
17071817,
17123372,
16739648,CHRM1
16714725,TMEM26
16754846,LRRIQ1
16690919,KCND3-IT1
16768821,LTA4H
16924141,BAGE2
17065362,
16732672,
16788651,SNORD114-8
16718263,SORCS1
16839041,
16661642,LOC105378616
17008196,ZFAND3
17062037,
16861258,KIRREL2
16699524,C1orf140
16794705,NPC2; MIR4709
16864849,ZNF528
16979587,CETN4P
16688790,
17026272,
16967263,LOC105377257
16766909,
17105912,
16825446,LOC101928188
16845681,ITGA2B
16950750,MIR885
16721519,OR2AG1
17073066,
16819774,LOC101927629
16971433,
17081073,LINC00824
16915688,LOC105372710
16826121,LOC105371195; LOC105379475
16969093,RAP1GDS1
16851351,
16882812,GGT8P
17043874,KCCAT333
16862098,
16924410,LINC00320
16746980,LOC105369609
17012662,
16686784,TAL1
16687520,
16963542,LOC220729
16879405,
17107874,MAGEA2; MAGEA2B
17098135,RC3H2
17101896,CDKL5
16789861,LOC105370387; LOC105378171; LOC105378174
16721158,RRM1
16690922,
16791815,
16752877,INHBE
16665193,C8A
16883624,IL1R2
16865074,MIR526A2
16866263,ERVK3-1
16758866,
16928011,C22orf15
16738536,TIMM10
17022961,
16695868,LOC400794
16937075,LOC105376942
16688420,LRRC40
17110086,RPGR
16975969,
16881194,VAX2
17021113,LINC01526
16923546,
17009766,HCRTR2
16809377,GNB5
16893840,
17108694,CRLF2
17047514,ZP3
16968933,
16928553,CRYBA4
17123064,
16821576,LOC400548
16925752,HMGN1
16841056,MFSD6L
16924801,KRTAP25-1
16662908,PPIE
17109857,
16807396,LOC105370788
16797911,LOC105370728
16833996,CASC3
16808915,CEP152
16805590,LOC105371017
16788518,MIR2392
16719204,LOC105378535
17016360,HIST1H4B
16721313,OR52E4
17025958,TCTE3
16796237,SERPINA10
16860678,LSM14A
16882696,
16903157,
16661890,HCRTR1
16670803,PSMD4
16791873,SNX6
16698775,LOC101929363
17121282,
16852956,
16797662,
17116810,AMELY
16868481,OLFM2
16867940,LOC100128573
16890099,CCNYL1; MIR4775
17120970,
17015386,
16837461,
17033822,
16727324,KLC2
16981099,NPY1R
16701835,
17123040,
16695279,LOC729867
17038014,
16792177,
16821785,LOC101928880
17022847,
17114745,SLITRK4
16878585,SNORD53
17088929,NEK6
17118382,
16759099,MIR3612
17051738,
16720880,
17085862,LINC01504
16971782,
17006745,APOM
16806820,LOC101929988
16712073,LOC105376434
16963672,
16994373,DAP
16846950,CCDC182
16934458,APOL4
16662728,LOC105378662; LOC105378663
17098911,ZER1
16816386,TMC7
16760082,CRACR2A
16669501,LOC105379521; LOC105379854
16970527,SLC25A31
16787314,TTC8
16804707,MIR3174
16743184,TRIM49
17043157,FOXK1
17078969,
16883493,LOC105373508
16707925,
17000298,LOC101928005
16701640,SH3BP5L
16733550,
17078783,SLC7A13
16803872,LOC105370921
16851810,RNF138
16862368,CYP2G1P
16915842,LOC63930
16938712,CRTAP
17083444,TPD52L3
17091207,
16902601,
16915173,RBM38
17124466,
16983016,
16839086,FOXK2
17014421,LOC729603
17087133,
17124060,
16967031,PAICS
17065935,LOC101930149
16966184,
17119276,
16996252,LOC105378975
16673323,MAEL
17103543,
16681960,LOC105376764
16931979,CECR3
17063800,TRBV7-4
17116086,TSPY4; TSPY3
17022331,
17120626,
17118424,
16781877,TRAV8-4; TRAC
17062230,TSPAN12
16893925,
16916377,ANGPT4
16994051,LOC101929034
16957929,RABL3
16785915,LOC105370553
16778637,SMIM2-IT1
17120594,
17124958,
16797417,IGHV1-69; IGHJ2; IGHV4-31; IGHG1; IGHA1; IGH; IGHD
17080364,LINC00536
16940362,PTPN23
17000104,PITX1
17091140,LINC01502
16786848,LINC01629
16806584,
16754331,
16670364,LOC100996721
17071465,
16749036,SLCO1B3
17074635,LOC100129129
17061853,LOC105375451
16707030,PTEN
16868489,COL5A3
17080480,
17019389,LRRC73
16702737,
17006118,HLA-V
17032866,
17040371,
16886881,
16963028,XXYLT1
16915656,ADRM1
17065773,LINC00208
16851926,ZNF271P
16960165,PLSCR2
17098804,MIR199B
16816978,SCNN1B
16722458,OTOG
16826008,
16931569,CRELD2
16696924,STX6
17004547,LOC105374904
16993684,
17014943,LOC105379561
17063254,PTN
17119780,
17049426,MOSPD3
17054149,WDR60
16935473,DESI1
16667030,LOC105378854
16701396,
17100689,
16709027,LOC105378470; LOC105378471
17031322,
16987338,FAM81B
16949907,
16801786,LOC101928955
16734965,OR56A5
16937035,ARL8B
17009262,CDC5L
16883201,
17122224,
16752908,MARS
16985823,SMN1; SMN2
17103185,TIMP1
16904488,SLC38A11
16852132,SETBP1
17024184,LOC105378020
17122848,
16887763,RAPGEF4
17089877,PHYHD1
17014906,FAM120B
16663897,
16954623,RRP9
16746831,ITFG2
16875213,
17077856,SNHG6
16935994,SMC1B
16994616,
16771274,
17115098,
17063536,SLC37A3
16864961,ZNF761; TPM3P9
16705620,TSPAN15
16788657,SNORD114-11
17120034,
17071162,CPQ
16705008,
16890617,
17011300,
17122268,
16732846,OR8A1
16673302,
16678606,
17080251,CSMD3
16994774,
16956379,LOC105377171
16702571,MCM10
17060049,DLX5
17005197,RNF144B
17010632,
17123336,
16673840,
16722570,GTF2H1
16880538,EHBP1
17096623,BAAT
16967955,
16933978,MORC2
17003077,RNF44
16720044,ATHL1
16984940,
16765832,PYM1
16926831,LOC100996342
16810017,
16971406,LOC729558
16994768,
17123970,
16803059,CSK
16865786,
17123686,
17018335,LINC01016
16774418,
16912036,LOC105372569
17124480,
17009894,
17122020,
17002661,LOC105377714
17125442,
17012223,CLVS2
16781838,TRAV5
16865615,
17105914,CXorf57
16782082,TRAJ21
17025985,LOC154449
17118436,LOC651337
17122660,
16684175,
16847542,MARCH10
16761858,RERG
16927746,IGLV5-45
16907324,MPP4
16787938,LOC101929080
17125030,
16838418,C1QTNF1
16807139,MEIS2
16841937,SMCR5
16781177,MCF2L-AS1
16780004,LINC00331
16989137,LEAP2
16837101,RGS9
16674927,RGL1
17107676,MAMLD1
16956930,
16682728,
16774066,SERTM1
17123844,
16942552,
17114770,MIR892B
16933242,TMEM211
16762489,ITPR2
16909695,LOC100286922
16959740,FOXL2
16667303,ABCD3
16980693,FBXW7
17096855,ACTL7B
16858515,ZNF833P
16746237,SNX19
16890347,CPS1
16952097,LOC105377026
16664871,LOC105378726
17124096,
16671057,C1orf68
16805460,
17082573,SCRT1
16855572,CPLX4
16780659,GGACT
17099052,C9orf50
16682861,KIF17
16809574,
17056584,
17059577,
16940832,LOC102724438
16782992,LOC102724917
16708278,HIF1AN
17119916,
16861516,LINC01535
16658987,LOC105376740
17125168,
16926922,PEX26
16894335,ADAM17
16855560,
17123088,
17061123,RASA4B; RASA4
16680947,
16938378,NR1D2
16699545,LOC101929771
16772262,LOC283435
16808440,
16754457,
17123928,
16790614,AJUBA
16990440,NDFIP1
16674130,
16813799,CERS3
16685042,ZMYM6
17070695,LINC00534
17124652,
16705513,VPS26A
16996953,
16685918,LOC101929901
16972123,TRIM60
16831383,ADORA2B
16839177,METRNL
17014824,LOC105378145
16771020,LOC105370016
17034524,
16670072,
17121402,
16819207,MT2A
17088462,PAPPA
17008706,CNPY3
16738260,
17081826,LOC105375785
16693341,LCE1C
16676496,
16670940,
16716350,ACTA2
16808694,
16941067,HEMK1
16965842,
16811638,SEMA7A
16865175,NDUFA3
16798210,SNRPN; IPW
17102390,
16959475,
17074062,LOC105377774
16783016,
16776961,GAS6-AS2
16841934,RAI1-AS1
16970404,FGF2
16691859,LINC01138
16979902,LINC00616
16681449,MIR34A; MIR34AHG
16973918,LOC101928237
16721509,
16875530,NLRP7
16829170,PIEZO1
16868397,ZNF426
16857837,
17057852,
17126182,
16907040,
17098120,OR1L8
16676055,PCAT6
17053892,INSIG1
16879063,MIR548AD
16959858,LOC105374133
16697427,LINC01032
17123144,
16688961,SSX2IP
16945474,COL6A4P2
16910994,ATRN
17051711,LOC101928807
16867097,CACTIN
16744289,PPP2R1B
16675944,GPR37L1
17089441,
16855316,
17041521,
16743367,GPR83
16721765,LOC105376541
16687952,LOC105378763
16750483,
16664576,
16836190,LOC105371831
16878731,EHD3
17068003,BAG4
16779988,
17048840,MIR3609
16699590,TAF1A
16837400,
16838509,GAA
17107559,AFF2
17070940,
16667037,CDC7
16928372,KIAA1671
17071467,FLJ42969
16699778,
16701183,
17045834,
16728883,
16886382,KIF5C
17111636,ARHGEF9-IT1
16871418,ATP4A
16759500,NOC4L
16907670,
16762645,
16676919,LOC148696
17102668,ATP6AP2
16943393,
17072739,
16775250,
17020746,
17094353,
16730153,
16836372,LOC105371837
16708159,
16874932,SPACA6P-AS
16700233,HIST3H3
16738861,LOC105369322
17062486,LOC101928211
17065938,
16892777,LOC105373940
16862904,ZNF223; ZNF284
17109340,INE2
17087707,
17120910,
16974177,
16664299,FAAH
16698421,TMEM81
17064899,
16688438,
17120408,
16897619,TSPYL6
17024329,LOC153910
16716782,PDLIM1
16834967,
16929701,LL22NC01-81G9.3
16859078,OR7C2
16928204,POM121L9P
17011032,MIR4643
17052645,TRBV28
16844185,NEUROD2
17046024,VWC2
17014959,LOC102723922
16855541,MIR3591
16997839,
17119448,
16868356,OR7G3
17124848,
17084230,TMEM215
16661071,CNKSR1
17004447,
16895673,SLC5A6
16676183,ATP2B4
17060237,ATP5J2; ATP5J2-PTCD1; PTCD1
16721161,
16844936,ACLY
17025492,
16793421,
16748985,LOC100506393
16836511,GDPD1
16927588,HIC2
16999072,
16684760,YARS
16858696,BEST2
16701599,OR11L1
16658106,FAM213B
16902147,CCDC93
16657948,PRKCZ
16723202,
16677511,
17035395,
17121452,
17123600,
16946309,SLC25A36
16996178,MIR449B
16924862,KRTAP21-2
16903552,NEB
17124104,
17017724,PRRT1
16903419,
17102405,
16676457,LOC284577
17100382,TPRN
16808630,SHF
17014588,
16729846,
16789178,EIF5
16729553,
16775217,
16722297,
16763619,LOC105369746
16746287,
17087968,LOC105376205
16881096,
16946928,SELT
16738613,OR5B3
16837126,
16786580,LOC105370571
17056053,
16866724,TCF3
16700878,MIR1537
16777368,LINC00621
16797960,LOC101928792
17075986,
16981967,LOC102723766
17015058,LINC01600
17126030,
17126138,
16961418,
17080188,SYBU
16870309,IL12RB1
17070347,LOC101927141
16855617,MC4R
16781680,
16996070,LOC642366
16784197,LOC105378180
17125870,
17125922,
16925591,LOC105372801
16851301,
17100839,
16733620,JAM3
16788723,MIR758
17013062,
17124964,
16889209,C2orf47
17086193,PSAT1
17075968,
16856159,PARD6G
16872472,ADCK4
16946620,C3orf58
16764323,
17009731,MLIP-IT1
16927861,IGLJ4
16964314,
16743975,
17124000,
17073785,SLC52A2
16996017,HCN1
16979646,LOC105377409
17067690,LOC101929492
16782962,LINC00645
16732878,
16804139,
17013375,LOC105378037
16744393,PIH1D2
17051844,AKR1B15
17058427,NSUN5
16882186,
17063924,LOC105375545
17122866,
17092870,MIR31HG
17124854,
16952635,CCDC13
16952966,PRSS50
16659054,AGTRAP
17005707,BTN2A1
17070266,
17010535,LOC100506851
17089582,SWI5
17122914,
16919101,GHRH
17123868,
17019574,TCTE1
16888044,
16875997,ZNF154
17020317,DST
16910074,MGC16025
16820838,
16712601,
17042719,HRAT92
17016516,
16831890,LGALS9C
16705039,
16898210,TMEM17
16811172,LOC105370876
17049790,MIR4285
17102946,
16794464,LOC105370560
16868219,ADAMTS10
17121122,
17120104,
17100603,LOC100133077
17098468,
17065913,KIAA1456
17056426,PDE1C
17014929,TBP
17112437,
16754646,PTPRQ
16801644,RORA-AS1
16937283,CPNE9
16774421,ENOX1-AS2
16884050,SULT1C4
16811129,ANP32A
17076265,
17116171,TTTY22
16715200,PCBD1
17125478,
16944964,ALDH1L1-AS1
16827016,
16838238,LOC100996273
17122428,
16695258,PIGM
16865046,MIR518F
16743293,
17075232,
16927985,RGL4
17124356,
16814056,OR4F4
17058456,
16869387,GADD45GIP1
17055894,
17058101,
16667413,
16754960,LOC102724782
16792922,LOC105370495
16831110,
16795447,LOC105370600
17103525,CCDC120
16797945,LOC101928792
16946077,IL20RB
16720258,DRD4
16966233,
16686634,LINC01398
16924183,ANKRD20A11P
17071497,GRHL2
16772377,SLC15A4
16699786,LOC105373056
16804629,
16950548,LOC105376949
16729966,LOC105369428
16848761,GGA3
16860312,RPSAP58
17054214,LOC102723672
16756111,TDG
17111872,
16803420,LOC105370907
16672920,FCGR2B
16667625,TRMT13
16724808,OR5AK4P
17006116,
17121922,
16729543,
17101304,VCX; VCX3A
17048574,
16727111,MUS81
16700703,TOMM20
16666752,LOC105378822
16798256,
16697461,
16833953,CSF3
16700250,
16985438,
16694064,GBA
16773094,
16926200,SIK1
17030026,
17032710,
16669080,LOC101928995
16989445,
16806999,GOLGA8B
16966893,
17103784,NUDT10
16742812,
16999357,
16823229,PKMYT1
16706963,LOC439994
16781511,
16999451,LOC105379164
17055556,SNX13
16933630,THOC5
16755014,LOC105369897
17000518,HSPA9
17099150,FIBCD1
17080247,LOC105375705
17101554,GS1-600G8.3
16922323,
17031121,
16855874,LOC102724895
16911597,
16785724,RAD51B
17020846,COL12A1
16789754,
16763624,MIR4494
17022386,
16658971,
17083128,LOC102723803
17006009,LOC100129636
17027228,
17030075,
17032764,
17037568,
17040278,
16902502,IWS1
16673879,
16726096,RTN3
16989190,LOC105379179
16717679,TLX1NB
16906140,PDE1A
16798290,SNRPN
17073630,HGH1
16970902,LOC105377451
16873518,IGFL3
16833032,
16660736,PNRC2
16819868,LOC106699570
16992265,RANBP17
17080020,MIR548A3
16755008,LINC00615
16805051,
17081401,NDRG1
17125122,
16905123,LOC101929947
17048672,
16939832,
16910072,
16997833,
16904827,LRP2
16991492,PPP1R2P3
17043760,ARL4A
17124826,
16841130,RCVRN
16780128,
17043154,
16815918,TNFRSF17
16981480,LOC105377536
16983836,RXFP3
16949642,LINCR-0002
17085808,
17085811,
17122754,
16757490,
17009132,TMEM63B
16836824,MRC2
16670432,PLEKHO1
17117641,LOC101929634
16904100,BAZ2B
16910759,LOC388780
16870493,COPE
17119888,
17073340,RHPN1
16754416,ZDHHC17
16871305,ZNF792
17052157,TTC26
16924488,
16773346,
17087688,LINC00587
16816962,SCNN1G
16865078,MIR518A1
16827564,
17102387,
16722026,
16800667,
16890540,LOC102724861
17023716,VNN3
16822383,RGS11
17059098,
16674449,TOR1AIP1
17055334,
16832307,FAM27L
16675673,CAMSAP2
16806817,LOC101929988
16846941,
16665302,HOOK1
16806936,GOLGA8A
16970115,LOC105377393
16909914,
17007535,GGNBP1
16896026,TRMT61B
16882705,MIR4436A
16994314,TAS2R1
17070341,LOC105375928
16797123,LOC105370708
17003096,GPRIN1
16994565,MARCH11
16954416,HYAL2
17096698,
17006605,HCP5
16975486,LOC105374426
16931197,FAM118A
16743405,
16713315,
16716063,MAT1A
16990678,STK32A
17002967,
17122724,
16880982,ARHGAP25
17121436,
16843158,OMG
16962632,P3H2
16898194,
17125076,
16694036,GBAP1; GBA
17123492,
16713779,FAM25C; FAM25G; FAM25BP
16787052,
16734967,OR52L1
17073990,ZNF252P-AS1
16908415,ZNF142
17077277,SBF1P1
16727861,RPS6KB2
16846213,HOXB1
17122712,
16797121,MIR203B
17119156,
16731795,CD3E
16813303,LOC105370968
16679797,OR14C36
16782024,TRAJ50
16834812,DBF4B
16786004,
16707287,
17118260,LOC84214
16990298,PCDHB11
17079986,LOC105375687
16661206,RPS6KA1
17062199,
16711528,
16854411,
17043205,RNF216P1
16884679,PAX8-AS1
17001036,
17060618,SAP25
17094732,LOC105376077
16723772,
16996719,
16677185,
16967360,LOC105377267
16833698,PSMB3
16797437,ADAM6
16716585,
16821889,LOC100129697
17045897,C7orf69
16745643,OR8B2
17124976,
16988441,LOC102467226
16941387,
17103991,
16948351,PEX5L-AS2
17000677,
17079398,LOC102724804
17008542,
16942848,LOC105377183
17026066,
17027260,
17032796,
17040310,
16677863,CAPN2
17081939,LOC100288181
17037884,
16855052,TCEB3B
16918169,
17023051,GOPC
16667440,LOC102723661
16761789,WBP11
16981927,
16666799,CLCA4
16896856,
16805397,LINC00924
17067326,MIR3622A
16871202,RHPN2
16957824,COX17
16731297,NCAM1
17124424,
16860219,LOC105372326
16895434,ASXL2
16916349,TCF15
16753256,LOC105369790
16711909,FRMD4A
17096423,HEMGN
16872845,PSG8; PSG1
17111918,ZMYM3
16855562,
16735557,SCUBE2
17125512,
16660863,CLIC4
16969550,LOC102725220
16843417,SLFN12
16791479,
17120534,
17122356,
16962661,CLDN1
16928867,MTMR3
16714776,EGR2
16737431,
16959596,DZIP1L
16706600,PLAC9
17121446,
17049522,SLC12A9
16693427,S100A7
16949743,
16862698,PRR19
16702351,GATA3
16747863,
16775083,OLFM4
17125618,
17013883,
16873037,IRGQ
16686695,ATPAF1
16944344,ARHGAP31
16865872,LOC100506374
16748162,
17125022,
16849574,CEP295NL
16848468,
16931912,XKR3
16700257,
16788337,
17008053,
17125136,
16693810,
16821949,ZNF778
16998526,
16873444,RSPH6A
17057519,LOC105375268
17078527,
16796626,CCDC85C
16868689,TYK2
16658309,
16829476,C17orf97
17115913,CD99P1
16899109,SLC4A5
16986777,RASGRF2
16876116,A1BG
16872443,SERTAD1
16813416,LOC104613533
16952318,SCN10A
17017124,
17029001,
17031779,
17034234,
17036484,
16663215,
17042981,
17122718,
16680943,LOC105376672
17036071,
16795047,IRF2BPL
16809659,PRTG
16780822,SLC10A2
17065519,
16987251,
16834540,RPL27
17124524,
16687505,CDCP2
16812598,CPEB1
16828810,TLDC1
17109107,
17025090,NOX3
16753939,LOC105369822
16857676,CAMSAP3
16795281,LOC105370590
16887984,HOXD1; MIR7704
16812083,LOC91450
16902567,
16872460,NUMBL
16855981,FAM69C
16761314,
16952883,LTF
16870047,SLC35E1
16737839,
16797917,MKRN3
16765845,
16672722,NIT1
16742852,CCDC90B
17125116,
16707923,
17005862,HIST1H3H
16931099,
16676633,DYRK3
16708097,R3HCC1L
16882039,
16882930,TRIM43
16794652,LOC105370564
17125732,
16986079,LOC105379032
16834327,NAGLU
16911737,POLR3F
17120568,
17046867,LOC100101148; LOC541473
16968107,MRPL1
16867511,LONP1
17077359,PENK
17052293,
17120020,
17121408,
17097034,
16941950,
16848387,LOC102723505
17023987,LOC644135
16802232,SMAD6
16676759,
16677973,
16657506,FAM87B
16990623,POU4F3
16748527,RPL13AP20
16833026,
17057056,
16679932,LOC101928626
16887884,LOC105373748
17124840,
16941942,LOC105377100
16835646,LOC105371817
17085743,LOC105376076
16919646,MIR3617
16882730,
16660236,MINOS1; NBL1; MINOS1-NBL1
17004866,
16876849,ASAP2
16818446,IGHV1OR16-3; IGHV3OR16-9
17064267,
17119440,
17094718,PTAR1
17047754,MAGI2-AS2
16855071,SKOR2
17122890,
16762941,DENND5B
16719492,LOC105378552
17121264,
16992530,LOC105377734
16910109,MIR4786
17087111,
16780444,
16815237,PRSS21
17125138,
16875799,FIZ1
16811014,
16738592,VN2R9P
17045787,RAMP3
16914816,LOC105372656
16814075,DDX11L10
16705959,
16766870,
16989496,TGFBI
17118279,LOC100130169
16788526,MIR337
17085935,LOC105376085
17067499,
17023887,HBS1L
17124616,
16912224,LOC105372582
16798866,LOC102725022
16729670,TMEM126B
17120728,
16907401,
17121396,
17123710,
16865068,MIR517B
16854819,RIT2
16728225,LOC105369368
16889023,
17040689,
16988565,PRDM6
17078183,MSC
17083101,DMRT3
16674737,LOC284648
16658802,KIF1B
17021884,
17107449,MAGEC1
16929281,
17013773,AKAP12
17054000,LOC102723795
17121660,
